artist_name,artist_genre,track_name,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Russell Dickerson,"['contemporary country', 'country', 'country road']",Yours,3I4WFddKpe2PGZWFh7f10J,67,2017,0.554,0.722,11,-6.005,1,0.034,0.119,0.0,0.0861,0.558,134.058,216960,4
Young Nudy,"['hip hop', 'pluggnb', 'rap', 'trap', 'vapor trap', 'viral rap']",Hell Shell,5fO4ybFbomoSWPB3n2d6pe,72,2017,0.853,0.514,0,-5.445,0,0.246,0.000909,0.0222,0.185,0.679,129.963,162527,4
Russell Dickerson,"['contemporary country', 'country', 'country road']",Blue Tacoma,5PBx0zFfehUMyv5H4YXVAU,67,2017,0.458,0.897,9,-4.879,1,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,4
Mike Sherm,"['cali rap', 'viral rap']",Asshole,6aD0Es1eyfVqpYZKJm9WkC,66,2017,0.783,0.598,10,-10.59,1,0.292,0.328,0.0,0.118,0.452,97.011,160713,4
Old Dominion,"['contemporary country', 'country', 'country road']",Written in the Sand,2A69wys3S9uiPSmn6UZWJn,68,2017,0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,184080,4
Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']",Lemonade,26qQf1Wmyy3ZZkagqCu5kp,67,2017,0.744,0.385,6,-8.129,0,0.602,0.104,2.43e-05,0.124,0.228,160.033,132000,4
Old Dominion,"['contemporary country', 'country', 'country road']",Hotel Key,33471tzU1VghDg9zNgGRpz,67,2017,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4
Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap']",Flex,2xyBvir9n474qfsOkxXMgx,69,2017,0.75,0.596,0,-5.569,0,0.282,0.478,0.0,0.166,0.27,130.104,240460,4
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",Tattoos,1XcxubL4Y4U4gxLeIbb8VM,66,2017,0.333,0.457,9,-7.295,1,0.0307,0.241,0.0399,0.16,0.279,172.143,203360,4
Dylan Scott,"['contemporary country', 'country', 'country road']",My Girl,3izNaTiYdotdPL0Bs76JqO,67,2017,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,197640,4
Loren Allred,"['deep talent show', 'hollywood', 'movie tunes']",Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,75,2017,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,207787,3
Luis Fonsi,"['latin pop', 'puerto rican pop']",Despacito - Remix,6rPO02ozF3bM7NnOV4h6s2,72,2017,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4
BLACKPINK,"['k-pop', 'k-pop girl group']",As If It's Your Last,4ZxOuNHhpyOj4gv52MtQpT,78,2017,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,213264,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Biking,2q0VexHJirnUPnEOhr2DxK,69,2017,0.673,0.463,2,-7.247,1,0.191,0.681,4.9e-06,0.0907,0.268,147.981,277521,4
Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']",Green Light,6ie2Bw3xLj2JcGowOlcMhb,73,2017,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4
Billie Eilish,"['art pop', 'electropop', 'pop']",my boy,1RGasjWLZ4qMN7wbtkLa3u,73,2017,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4
Still Woozy,"['bedroom pop', 'modern rock', 'oakland indie']",Cooks,75TDPu9k7Yv3IovdYaNCwk,68,2017,0.45,0.583,4,-10.49,0,0.0811,0.434,0.0126,0.244,0.701,77.066,174105,4
Harry Styles,['pop'],Woman,33bURv895AN4FkBvgFo2dx,72,2017,0.624,0.647,3,-4.68,0,0.0335,0.0169,0.0038,0.221,0.379,136.022,278800,4
AJR,['modern rock'],The Good Part,5cBLBXhU9sf6kGvb2Dv2cl,65,2017,0.491,0.48,2,-3.568,0,0.0287,0.0866,3.2e-05,0.382,0.552,92.919,227267,4
Daniel Caesar,"['canadian contemporary r&b', 'pop', 'r&b']",Best Part (feat. H.E.R.),4OBZT9EnhYIV17t4pGw7ig,71,2017,0.473,0.371,4,-10.219,0,0.0405,0.793,0.0,0.109,0.413,75.205,209400,4
Harry Styles,['pop'],Two Ghosts,4B1rpPmQXwj78wk6aIGwwU,73,2017,0.386,0.407,6,-7.095,0,0.0268,0.234,1.86e-06,0.0999,0.456,69.387,229813,4
Zara Larsson,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",Lush Life,1rIKgCH4H52lrvDcz50hS8,78,2017,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,201122,4
Yo Gotti,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Rake It Up (feat. Nicki Minaj),4knL4iPxPOZjQzTUlELGSY,67,2017,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,276333,4
Smino,"['hip hop', 'rap', 'underground hip hop']",Wild Irish Roses,6efkcs2aUBMFKxl0cl2JWQ,67,2017,0.639,0.295,0,-11.237,0,0.544,0.554,3.09e-05,0.3,0.634,86.947,169320,4
"Tyler, The Creator","['hip hop', 'rap']",Who Dat Boy (feat. A$AP Rocky),21yRtB6B8EMounImAfHRCP,69,2017,0.706,0.485,8,-9.671,1,0.331,0.337,0.0,0.122,0.144,115.414,205093,4
Harry Styles,['pop'],Meet Me in the Hallway,4u9Y4Z9i9VaAbBK7rW1Rha,72,2017,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,227200,4
Keala Settle,"['broadway', 'hollywood', 'show tunes']",This Is Me,45aBsnKRWUzhwbcqOJLwfe,74,2017,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4
Harry Styles,['pop'],Carolina,3Dwq1oiOFys6Sxr5SslmXw,72,2017,0.624,0.673,4,-4.017,0,0.0268,0.000569,1.54e-06,0.104,0.458,121.986,189613,4
AJR,['modern rock'],Sober Up (feat. Rivers Cuomo),5jiYx70OBzEI99jx1Gn3FN,65,2017,0.648,0.62,5,-4.938,1,0.0276,0.284,0.0,0.0833,0.772,93.011,218763,4
Rag'n'Bone Man,['neo soul'],Human,58zsLZPvfflaiIbNWoA22O,77,2017,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,200187,4
Gang of Youths,"['australian indie', 'modern rock']",Achilles Come Down,22TntnVO3lQNDR5nsvxGRs,70,2017,0.223,0.523,0,-9.281,0,0.0466,0.435,0.283,0.225,0.15,179.83,422147,3
BONES,"['dark trap', 'underground hip hop']",CtrlAltDelete,1ZNVczQsUBA64aWhvWqaap,70,2017,0.69,0.803,7,-9.084,0,0.0915,0.577,6.49e-05,0.117,0.204,161.489,178224,4
Hugh Jackman,"['hollywood', 'show tunes']",The Other Side,2cKovq3l6OJjhVVDbVKOsr,72,2017,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4
Joey Bada$$,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",TEMPTATION,3gJDgenxLephg09x86IxPs,70,2017,0.775,0.707,10,-5.339,0,0.152,0.397,0.0,0.874,0.78,104.979,244198,4
Hailee Steinfeld,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Most Girls,10GJQkjRJcZhGTLagFOC62,71,2017,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400,4
OmenXIII,"['dark trap', 'emo rap', 'underground hip hop', 'viral rap']",LED,0s1MIn7UaPbAfq85CnKVl6,71,2017,0.663,0.66,2,-6.623,1,0.29,0.0905,0.0,0.348,0.606,200.117,134452,3
Machine Gun Kelly,"['ohio hip hop', 'pop rap']","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,74,2017,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,202805,4
Hillsong Worship,"['ccm', 'world worship', 'worship']",What A Beautiful Name,4KLj9QjEhJl2WU50mxRF9Z,65,2017,0.424,0.506,2,-5.877,1,0.0284,0.201,0.0,0.11,0.138,135.902,238200,4
Macklemore,"['pop rap', 'seattle hip hop']",Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,70,2017,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,240507,4
The Score,"['modern alternative rock', 'modern rock']",Unstoppable,6rrKbzJGGDlSZgLphopS49,73,2017,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,192107,4
BANNERS,"['indie poptimism', 'pop', 'pop rock', 'uk pop']",Someone To You,14BH4qO7pgCmIe6mgLKOK3,73,2017,0.468,0.936,2,-3.683,1,0.0455,0.00568,0.0,0.24,0.663,75.05,219800,4
PnB Rock,"['melodic rap', 'pop', 'pop rap', 'rap', 'trap']","Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",5de7ci7TFqbQ1PFgKAD7MR,65,2017,0.703,0.661,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,249240,4
21 Savage,"['atl hip hop', 'rap', 'trap']",Ghostface Killers (feat. Travis Scott),5u6vkDnOyaf8LsteDAj2ub,70,2017,0.782,0.435,2,-7.033,1,0.156,0.333,1.31e-05,0.342,0.242,82.996,268933,4
Banda MS de Sergio Lizárraga,"['banda', 'musica mexicana', 'norteno']",El Color de Tus Ojos,1l77YWrGUp3qX3NS1rz7lq,75,2017,0.765,0.339,8,-8.965,1,0.0365,0.278,0.0,0.131,0.864,123.95,202560,4
Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",I Could Use a Love Song,09iyGiljLWRYXdRazFkdtJ,66,2017,0.638,0.634,6,-6.474,1,0.0468,0.214,0.0,0.0866,0.473,92.097,196422,4
Ozuna,"['puerto rican pop', 'reggaeton', 'trap latino']",Se Preparó,1m69ELEgE6k5ZWsap40ozt,75,2017,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,4
Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,70,2017,0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,215307,4
Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",Sauce It Up,1uL78kFWxhz3umTMWJu8n5,67,2017,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,207039,4
Trippie Redd,"['melodic rap', 'rap', 'trap']",It Takes Time,7022xokeCJFSeZxw2npVkn,66,2017,0.845,0.304,10,-16.441,1,0.195,0.371,0.0,0.112,0.413,90.01,282667,4
Chris Stapleton,"['contemporary country', 'outlaw country']",I Was Wrong,7dUdMZqfGSIt0ZkmTOgRLA,67,2017,0.657,0.577,2,-8.586,0,0.0341,0.393,0.0291,0.105,0.434,135.558,191480,4
Lil Skies,"['melodic rap', 'rap', 'trap']",Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,68,2017,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,203908,4
Colter Wall,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']",Fraulein (feat. Tyler Childers),1zLWKvegCtyjWaVWQFFX5W,66,2017,0.486,0.112,7,-14.27,1,0.033,0.94,9.36e-05,0.123,0.545,140.125,143001,4
Luke Bryan,"['contemporary country', 'country', 'country road']","Sunrise, Sunburn, Sunset",53yTYusPQJ1AApL1hi0Dnc,67,2017,0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,216093,4
Thomas Rhett,"['contemporary country', 'country', 'country road']",Sixteen,3pJkBPHadRAxBBo484RipI,66,2017,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,4
$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",You're Now Tuning into 66.6 FM with DJ Rapture (The Hottest Hour of the Evening),4iKYe4neoybSn78i1AH7z7,67,2017,0.601,0.784,6,-3.13,0,0.216,0.125,0.0,0.249,0.263,74.98,133892,4
Ian Munsick,"['contemporary country', 'wyoming roots']",Horses Are Faster,3Jtn0oLAGr0KFA5J8CaT4C,66,2017,0.311,0.708,9,-6.29,1,0.0445,0.0598,1.1e-06,0.115,0.46,80.893,247250,4
Koe Wetzel,['texas country'],Love,7F9ckjDpL3J6wvI68Nb8PB,64,2017,0.626,0.475,7,-7.534,1,0.0267,0.413,0.0,0.22,0.201,124.133,223062,3
Young Dolph,"['gangster rap', 'hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",On the River (feat. Wiz Khalifa),5QbzvnhnS0CZMHjFGIwfHd,65,2017,0.865,0.39,0,-5.541,1,0.127,0.473,0.0,0.0954,0.105,139.996,198427,4
Phoebe Bridgers,"['indie pop', 'la indie']",Funeral,3rJDsZjIaCfJQSqRUvl0BM,69,2017,0.218,0.263,11,-14.416,1,0.0376,0.947,0.00028,0.0919,0.307,170.724,232373,4
YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",Untouchable,6xL9MJ2yt39HPPZPyGkRy8,66,2017,0.768,0.79,1,-5.091,1,0.191,0.0754,1.79e-06,0.13,0.398,84.95,180706,4
Mura Masa,"['channel islands indie', 'hyperpop', 'vapor soul']",Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO,75,2017,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,4
Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']",Perfect Places,7ARveOiD31w2Nq0n5FsSf8,70,2017,0.622,0.58,1,-5.273,0,0.0504,0.00241,2.95e-05,0.112,0.512,104.41,221874,4
JAEHYUN,[],Try Again,4Sav8RLaXMBpTZX6xNPj0K,73,2017,0.435,0.352,2,-7.815,0,0.0371,0.814,0.0,0.247,0.345,85.82,178233,3
J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino']",Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,70,2017,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440,4
J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino']",Si Tu Novio Te Deja Sola,2joKSGkqac0LIwYG9Ghrwq,75,2017,0.718,0.46,3,-9.498,0,0.0711,0.519,0.0,0.0981,0.52,121.927,243560,4
Hippo Campus,"['indie pop', 'indie poptimism', 'indie rock', 'minneapolis indie', 'modern alternative rock', 'modern rock']",Buttercup,6iCJCZqDJjmBxt07Oid6FI,64,2017,0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,0.199,108.871,226610,4
boy pablo,"['bedroom pop', 'bergen indie', 'norwegian indie']","Dance, Baby!",5EV4bGHxVN0kHpcAFvgnTt,68,2017,0.602,0.601,9,-8.521,1,0.0411,0.037,0.0046,0.312,0.856,122.017,198000,4
Ella Mai,"['dance pop', 'pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",Boo'd Up,0At2qAoaVjIwWNAqrscXli,68,2017,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,256064,4
Pouya,"['aesthetic rap', 'dark trap', 'miami hip hop', 'underground hip hop']",1000 Rounds,5o7ZDvfOry1MNhNLBOJulo,69,2017,0.825,0.761,8,-5.389,1,0.104,0.0111,0.00359,0.334,0.161,149.97,163371,4
The Marías,"['bedroom pop', 'indie pop', 'la indie']",Only in My Dreams,190IqlryWu91WBKeDgZqZz,68,2017,0.518,0.496,10,-11.607,1,0.0292,0.41,0.1,0.0999,0.281,143.921,170893,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",XXX. FEAT. U2.,4iYRa2btalAzPZoSYfROqF,68,2017,0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,254200,4
Two Feet,"['indie poptimism', 'modern rock', 'pop']",Love Is a Bitch,6MiVIH3fQlmz44jGx2DXn4,76,2017,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,181467,3
BROCKHAMPTON,"['boy band', 'hip hop', 'rap']",BLEACH,0dWOFwdXrbBUYqD9DLsoyK,68,2017,0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,273151,4
Mac DeMarco,"['edmonton indie', 'lo-fi indie']",On the Level,4RpwQDPnn1GhWpZooUcCzd,68,2017,0.573,0.473,8,-10.838,0,0.0269,0.0927,0.398,0.199,0.523,77.494,227653,4
Shakira,"['colombian pop', 'dance pop', 'latin pop']",Chantaje (feat. Maluma),6mICuAdrwEjh6Y6lroV2Kg,76,2017,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840,4
Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,78,2017,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4
Taylor Swift,['pop'],Dancing With Our Hands Tied,7I7JbDv63ZJJsSi24DyJrz,71,2017,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,211507,4
Harry Styles,['pop'],Ever Since New York,5LABCxgmP7DATATIJXOh6n,71,2017,0.389,0.537,10,-6.761,1,0.0309,0.2,3.13e-06,0.125,0.383,127.964,253387,5
Jaden,"['pop', 'rap']",Icon,22nyEAEM29tcBRhukR089b,72,2017,0.786,0.82,9,-5.093,0,0.232,0.222,0.0,0.575,0.49,119.982,220996,4
Lana Del Rey,"['art pop', 'pop']",Cherry,1Ym6aMuT5bliaZMC67AmPp,74,2017,0.449,0.534,8,-9.493,0,0.0494,0.048,0.0011,0.384,0.342,94.261,180902,3
Harry Styles,['pop'],Only Angel,5Lbsc65org0b85kNsPkluY,71,2017,0.554,0.842,5,-4.113,1,0.0397,0.287,0.0,0.106,0.348,114.036,291080,4
Khalid,"['pop', 'pop r&b']",American Teen,312WNtMs3F28cUukaPY9bo,68,2017,0.658,0.623,0,-6.934,1,0.0398,0.0683,0.0,0.321,0.207,100.436,250747,4
Hugh Jackman,"['hollywood', 'show tunes']",The Greatest Show,4ylWMuGbMXNDgDd8lErEle,72,2017,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147,4
Taylor Swift,['pop'],New Year’s Day,7F5oktn5YOsR9eR5YsFtqb,70,2017,0.661,0.151,0,-12.864,1,0.0354,0.921,0.0,0.13,0.23,94.922,235467,4
Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",Me Too,3KwwE4sgCzMaKWq6QBebmX,72,2017,0.934,0.694,11,-5.849,0,0.101,0.0971,1.2e-06,0.477,0.833,123.831,181240,4
Trippie Redd,"['melodic rap', 'rap', 'trap']",Dark Knight Dummo (Feat. Travis Scott),3YeJXuRSNS5FYwOsDu44kD,68,2017,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,256163,3
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Gyalchester,6UjfByV1lDLW0SOVQA4NAi,68,2017,0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,189230,4
A$AP Mob,"['hip hop', 'rap', 'southern hip hop', 'trap']","Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",0RyA3o15NOLJYtm9NlDu5c,67,2017,0.635,0.777,1,-6.018,1,0.231,0.181,0.0,0.357,0.177,128.09,218947,4
Hollow Coves,['indie folk'],Coastline,4sDbdBjuYQVdNNB4PiHUPo,74,2017,0.67,0.496,2,-11.23,1,0.0277,0.627,0.00319,0.0584,0.427,100.17,233973,4
Trippie Redd,"['melodic rap', 'rap', 'trap']",Romeo & Juliet,6jT3etAOkvMUw0zsEw5QnR,65,2017,0.609,0.37,0,-13.933,1,0.0712,0.664,0.086,0.328,0.352,119.806,208000,4
LUCKI,"['plugg', 'pluggnb', 'rap', 'underground hip hop', 'vapor trap']",Sunset,0zXnqruuTKhV7dTmbaO52L,65,2017,0.815,0.209,8,-16.526,1,0.516,0.715,0.000854,0.133,0.165,132.689,125022,4
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",Benz Truck (гелик),3kBD2xHIqKWXjLAGidDTSz,71,2017,0.602,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.113,92.02,159987,4
Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",Gang Over Luv,7LaI3mRTJu66r9HKdv7iBx,67,2017,0.781,0.277,8,-9.35,1,0.326,0.0408,0.000339,0.0754,0.302,163.987,204841,4
Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",Dark Queen,2ZdCrBA52bb4pIG3tOOZiQ,66,2017,0.747,0.606,4,-5.286,1,0.172,0.222,0.0,0.281,0.2,155.055,173419,4
Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'pop', 'shoegaze']",John Wayne,5IonbH68pmDKBwcKlyswmR,66,2017,0.429,0.457,3,-8.375,1,0.0294,0.35,0.859,0.099,0.183,124.033,258013,4
Tate McRae,"['pop', 'uk pop']",One Day,4Ey0LK1HzksUqm9JLzzKuD,71,2017,0.436,0.153,0,-9.522,1,0.0454,0.911,0.0,0.129,0.415,71.684,202340,4
Greta Van Fleet,"['modern blues rock', 'modern hard rock', 'rock']",Black Smoke Rising,32BEasyNQgqXQJKoVa0fUw,68,2017,0.558,0.902,7,-4.018,1,0.0464,0.197,0.000148,0.0852,0.572,100.027,259893,4
Taylor Swift,['pop'],This Is Why We Can't Have Nice Things,07NxDD1iKCHbAldceD7QLP,71,2017,0.567,0.789,5,-5.986,1,0.115,0.0156,0.0,0.382,0.438,163.96,207133,4
Little Big Town,"['contemporary country', 'country', 'country dawn', 'country road']",Better Man,23TxRN09aR1RB0G0tFoT0b,66,2017,0.514,0.836,5,-3.663,1,0.0381,0.112,0.0,0.0878,0.501,143.888,263120,4
Parker McCollum,"['contemporary country', 'texas country']",I Can't Breathe,5ntYN4BQDroMzxfsjadAox,64,2017,0.55,0.427,0,-6.658,1,0.0323,0.0773,0.0,0.118,0.323,114.032,257773,4
$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",Now I'm up to My Neck with Offers,5ClnW65Z82Mqu4QFwf69YU,65,2017,0.79,0.858,6,-6.414,0,0.416,0.0573,2.84e-05,0.202,0.35,137.894,167015,4
XXXTENTACION,"['emo rap', 'miami hip hop']",Save Me,2UwbhMie1EAYuTZ0QXeMwl,70,2017,0.731,0.204,9,-11.314,0,0.0369,0.307,0.0109,0.0989,0.191,142.141,163202,4
21 Savage,"['atl hip hop', 'rap', 'trap']",My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,67,2017,0.862,0.274,0,-5.818,0,0.416,0.0974,0.185,0.183,0.154,77.492,148640,4
$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",Hard to Tell,0tYBUwr53lfXXv2fUiuxMx,66,2017,0.846,0.571,1,-7.442,1,0.0746,0.0992,0.00817,0.228,0.197,126.069,138150,4
Thomas Rhett,"['contemporary country', 'country', 'country road']",Life Changes,4Vxu50qVrQcycjRyJQaZLC,65,2017,0.687,0.845,7,-4.37,1,0.0576,0.1,0.0,0.0452,0.809,87.972,190227,4
DISPATCH,"['indie folk', 'jam band', 'modern folk rock', 'neo mellow', 'pop rock', 'stomp and holler']",Only the Wild Ones,0ErpHxNt1kTyCQGlh43wr1,66,2017,0.492,0.7,8,-7.001,1,0.0437,0.413,0.00013,0.0996,0.605,110.741,253165,4
Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",Don't Wanna Breathe,567CrVjCl2p3qmZqMKfOD9,66,2017,0.709,0.6,8,-7.079,0,0.102,0.282,0.0,0.134,0.345,142.02,196672,4
Kenny Chesney,"['contemporary country', 'country', 'country road']",All the Pretty Girls,66pxmg3Jhjm09tHoWR1wVR,65,2017,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996,212893,4
Brett Young,"['contemporary country', 'country', 'country road']",Mercy,2VIPU72L6tIR4w8J8ap6Kp,66,2017,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957,217120,4
Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']",Murder She Wrote,1mZbEtVS7C2EqiSsN7m3ie,66,2017,0.712,0.726,8,-7.987,1,0.273,0.156,0.0,0.292,0.771,146.766,126344,4
Coco & Clair Clair,['indie pop'],Pretty,2sCUDVNDIlZPDk8YUnvRHe,70,2017,0.768,0.561,8,-6.657,1,0.0462,0.118,9.21e-06,0.0916,0.735,120.052,224344,4
Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",7rdUtXasA973gmrr2Xxh3E,69,2017,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996,214255,4
Absofacto,"['indie psych-pop', 'shimmer psych']",Dissolve,7pBrj5rt4SSxXwFKOyZfHR,69,2017,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,224661,4
Kehlani,"['dance pop', 'pop', 'r&b', 'rap']",Honey,5QTdOvIF2ehBMZpSIIGzIo,68,2017,0.606,0.24,3,-7.102,1,0.0369,0.772,0.0,0.0819,0.526,96.792,199210,4
Khalid,"['pop', 'pop r&b']",Saved,248OFOZef6ShXv6DGgbnxU,69,2017,0.739,0.448,10,-10.28,0,0.138,0.189,0.0,0.118,0.553,81.044,206533,4
K.Flay,"['electropop', 'escape room', 'hip pop', 'modern rock', 'pop', 'rock']",High Enough - RAC Remix,1cxttvflVlYD4QA34tR5Yj,73,2017,0.324,0.681,7,-4.697,1,0.0373,0.24,0.354,0.0783,0.294,132.993,208867,3
RŮDE,"['japanese chillhop', 'rochester mn indie']",Eternal Youth,0ytvsZOerGzUWfHXVT2Sgy,71,2017,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,205766,4
Gryffin,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Feel Good (feat. Daya),0Ev562zA4pmUsBqjxsxxdx,67,2017,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,248156,4
Unlike Pluto,"['modern alternative rock', 'modern rock', 'rock']",Everything Black,3UEnF6y5tyHVtMzldS3svp,74,2017,0.62,0.864,5,-4.334,0,0.114,0.0323,0.0,0.117,0.395,98.059,228980,4
Hippo Campus,"['indie pop', 'indie poptimism', 'indie rock', 'minneapolis indie', 'modern alternative rock', 'modern rock']",Way It Goes,6CES1554HcWMIVroJfmmBm,63,2017,0.542,0.906,9,-4.213,1,0.0491,0.021,0.00043,0.377,0.515,120.014,245456,4
