artist_name,artist_genre,track_name,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Joji,['viral pop'],worldstar money (interlude),435yU2MvEGfDdmbH0noWZ0,69,2017,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,126312,1
Tinlicker,[],Because You Move Me,05GvwwTLLID738BbKN1ze0,76,2017,0.789,0.435,2,-9.506,0,0.149,0.691,0.0418,0.107,0.166,122.995,196375,4
Natti Natasha,"['latin hip hop', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']",Criminal,6Za3190Sbw39BBC77WSS1C,75,2017,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4
Rex Orange County,"['bedroom pop', 'pop']",Happiness,2rXVtoLBHuXcNB5DVfIc9p,74,2017,0.399,0.235,5,-9.774,1,0.0334,0.734,1.56e-06,0.161,0.197,105.645,279693,3
2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4 AM,1nX9KhK3Fff27SnrIor2Yb,66,2017,0.796,0.5,1,-7.21,1,0.425,0.118,0.0,0.155,0.227,75.012,255560,4
BTS,"['k-pop', 'k-pop boy group']",Pied Piper,1ZPeaPDjQOOC8hw1mNjyjF,74,2017,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051,245621,4
sagun,"['lo-fi beats', 'lo-fi chill', 'sad lo-fi']",I'll Keep You Safe,01Rc6yXYtujAnMaR1NME11,71,2017,0.752,0.0625,7,-24.694,1,0.0557,0.945,0.819,0.178,0.462,114.982,185876,4
Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap']",New Choppa,30sc425JEvj3tgmGAKORea,67,2017,0.773,0.605,0,-4.223,0,0.0579,0.174,0.0,0.329,0.425,128.16,126043,4
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",Now Or Never,7i2DJ88J7jQ8K7zqFX2fW8,67,2017,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,4
Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'pop', 'shoegaze']",Each Time You Fall In Love,6YbqjyoqQx9p13IndkOzeP,65,2017,0.383,0.534,10,-8.829,1,0.0277,0.468,0.676,0.14,0.276,76.046,290160,4
Colony House,"['indie poptimism', 'indiecoustica', 'modern rock', 'stomp and holler']",You Know It,169pWCmfvVazzcL4EXFPgL,67,2017,0.404,0.962,3,-2.901,1,0.0978,0.0352,0.0,0.146,0.572,158.121,182267,4
Mac DeMarco,"['edmonton indie', 'lo-fi indie']",One More Love Song,0v8J17a6cO0wWp7z731GTd,67,2017,0.708,0.323,9,-11.199,0,0.03,0.765,0.52,0.0939,0.502,141.013,241067,4
Nicky Jam,"['latin hip hop', 'reggaeton', 'trap latino']",El Perdón (with Enrique Iglesias),7qCAVkHWZkF44OzOUKf8Cr,74,2017,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,205907,4
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",Sorry,44n97yHySt0Z9rqPaXgjCK,73,2017,0.513,0.25,5,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,220541,4
Josh A,"['emo rap', 'meme rap', 'pop rap', 'sad rap']",Suicidal Thoughts,56TOfxnRzSRbFRw8J6C4IT,69,2017,0.372,0.656,1,-6.086,1,0.0776,0.217,0.0,0.418,0.15,140.171,181728,4
Ed Sheeran,"['pop', 'uk pop']",Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,75,2017,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,221107,4
Eminem,"['detroit hip hop', 'hip hop', 'rap']",River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,74,2017,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,221013,4
P!nk,"['dance pop', 'pop']",What About Us,0Qh38w01QRXK6KHIv0e3hb,74,2017,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,269600,4
Harry Styles,['pop'],"Girl Crush - Recorded at Metropolis Studios, London",4YutJsNwBBInE8vemufpQ8,71,2017,0.468,0.197,4,-11.727,1,0.033,0.658,0.0,0.109,0.249,144.212,243805,3
Thomas Rhett,"['contemporary country', 'country', 'country road']",Craving You,2d48mamATjby7wgPjdrSOQ,65,2017,0.613,0.839,9,-3.799,0,0.0352,0.000854,0.0,0.341,0.526,104.975,223627,4
NAV,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap']",Call Me,1xpXnpIpuvzpx9jz15baJF,67,2017,0.678,0.395,9,-8.639,0,0.12,0.411,0.00544,0.122,0.136,170.065,215067,4
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",U Said,3F42FHouOY59SnSsyD2TAX,69,2017,0.265,0.827,7,-4.661,1,0.104,0.0434,0.0,0.117,0.131,82.021,224053,4
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",Awful Things,7Hr2XoaGpIMKbNXCZDZ3le,70,2017,0.366,0.797,1,-4.923,0,0.0812,0.0157,0.0,0.0694,0.181,169.986,214427,4
Julión Álvarez y su Norteño Banda,"['banda', 'musica mexicana', 'norteno']",Ni Diablo Ni Santo,2OmVUVVx3pWjNWHxgbliCe,73,2017,0.833,0.608,5,-4.804,0,0.0824,0.439,0.0,0.296,0.965,120.01,155600,3
Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",Codeine Dreaming (feat. Lil Wayne),4DTpngLjoHj5gFxEZFeD3J,65,2017,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4
Bad Bunny,"['reggaeton', 'trap latino']",Chambea,1Bqg4yFeVDJxchh6MjkGKy,71,2017,0.856,0.866,0,-3.494,1,0.159,0.228,0.00154,0.164,0.638,116.005,192001,4
Avicii,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,78,2017,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673,4
BTS,"['k-pop', 'k-pop boy group']",Spring Day,2j1fFjWHCI9KJSwcuYAOyF,75,2017,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,274097,4
Greta Van Fleet,"['modern blues rock', 'modern hard rock', 'rock']",Safari Song,1BfR5GMOgW0peHkPxrwf11,67,2017,0.362,0.928,2,-4.015,1,0.0503,0.164,1.61e-05,0.315,0.678,175.868,234600,4
iamjakehill,"['dark trap', 'emo rap', 'pop rap', 'sad rap']",Die a King,1s70cjkrdj9lpEeQQlmS9l,70,2017,0.632,0.946,0,-2.784,0,0.277,0.192,0.0,0.495,0.324,125.061,169062,3
The Score,"['modern alternative rock', 'modern rock']",Legend,3SWqGa1J0M7hSBUDM0KePD,71,2017,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,189120,4
Bad Bunny,"['reggaeton', 'trap latino']",Pa Ti,2QrGCbW0ylj94JfkgLZFlA,75,2017,0.76,0.718,1,-3.017,1,0.232,0.348,0.0,0.0982,0.557,128.14,191295,4
Brett Young,"['contemporary country', 'country', 'country road']",Like I Loved You,3T6MAweakkNrMYs8jZIWtg,64,2017,0.582,0.568,1,-6.051,1,0.0297,0.196,0.0,0.0841,0.64,76.025,207187,4
Bad Bunny,"['reggaeton', 'trap latino']",Me Mata,2wgDAPgBhFA7pnIbm0YOhP,75,2017,0.841,0.53,9,-11.467,1,0.205,0.551,0.0,0.119,0.686,114.028,412632,4
Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']",Gotta Blast (feat. Diego Money & Bandman Fari),7de1qGSxUfnKLNqncRksuk,65,2017,0.662,0.565,1,-7.852,1,0.406,0.0565,3.72e-05,0.264,0.335,163.084,131000,4
Lee Brice,"['contemporary country', 'country', 'country road']",Boy,7A8OfzqXBHYGk61FZTHoeo,64,2017,0.498,0.408,6,-7.946,1,0.0331,0.644,0.0,0.0993,0.383,78.942,198973,4
Alfredo Olivas,"['banda', 'musica mexicana', 'nueva musica mexicana']",El Paciente,2Nk3gXgekore0lfB7PCnub,76,2017,0.706,0.713,3,-3.609,1,0.0367,0.319,0.0,0.114,0.973,142.002,211267,3
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",Better Off (Dying),1tlrTC3x7viJ1U30oOFGdF,68,2017,0.521,0.763,3,-4.693,1,0.0408,0.00835,0.0,0.155,0.197,75.036,154815,4
Lauren Alaina,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Road Less Traveled,4nxgA1nvXvTkmsBY0vJV57,64,2017,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,216267,4
Young Dolph,"['gangster rap', 'hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Meech,4NoqvSeTSVWO3vXG5IpdFw,63,2017,0.831,0.493,1,-5.58,1,0.363,0.312,0.0,0.107,0.195,150.027,178382,4
Jakob,['indie garage rock'],You Might Be Sleeping,2KvbRojbZGMsWr1Nuj5n2f,67,2017,0.587,0.565,7,-9.249,1,0.0265,0.731,0.341,0.169,0.508,92.604,147093,4
The Japanese House,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern dream pop', 'vapor soul']",Saw You In A Dream,0U3u0HdRQjD8mAMYBak4Ok,63,2017,0.607,0.451,4,-8.206,1,0.0286,0.0604,0.0,0.19,0.676,94.054,208280,4
DEAN,"['k-pop', 'korean r&b']",instagram,6z1kLsntE7FuzKZHZWrXYN,70,2017,0.463,0.566,8,-6.195,1,0.145,0.196,0.0,0.284,0.219,93.921,255729,4
TEMPOREX,"['bedroom pop', 'indie garage rock', 'san diego indie']",Nice Boys,6uuBSo3wXnosEWVXRzZDTf,66,2017,0.557,0.672,2,-10.802,1,0.104,0.478,0.803,0.223,0.324,75.108,180800,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",YAH.,4BHSjbYylfOH5WAGusDyni,66,2017,0.67,0.7,1,-7.893,1,0.196,0.576,5.34e-06,0.226,0.648,69.986,160293,4
Lana Del Rey,"['art pop', 'pop']",Lust For Life (with The Weeknd),0mt02gJ425Xjm7c3jYkOBn,71,2017,0.504,0.655,0,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982,264066,4
H.E.R.,"['pop', 'r&b', 'rap']",Focus,3tZs3nVjySLbL320lP4mvs,65,2017,0.414,0.314,1,-12.943,0,0.0548,0.25,1.47e-05,0.117,0.09,84.993,200133,4
HUNNY,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock']",Televised,35Ki1lvKPC2sFBD3GmKdRG,66,2017,0.591,0.746,8,-7.762,1,0.0444,0.000729,0.0,0.127,0.432,107.965,194717,4
Bryce Vine,"['electropop', 'pop', 'pop rap']",Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,64,2017,0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,191147,4
COIN,"['indie pop', 'indie poptimism', 'indie rock', 'modern rock', 'pop']",Malibu 1992,0nMqu5vN44GNv8UOQxmBJK,64,2017,0.559,0.32,6,-7.694,1,0.0414,0.0644,0.132,0.173,0.497,147.366,341200,4
ODESZA,"['chillwave', 'ninja']",A Moment Apart,59wlTaYOL5tDUgXnbBQ3my,66,2017,0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,234244,4
Skrillex,"['brostep', 'complextro', 'edm', 'electro']",HUMBLE. - SKRILLEX REMIX,65ES1qwOB577ZnTkizMXJJ,71,2017,0.901,0.934,11,-2.345,1,0.273,0.00794,7.68e-05,0.194,0.868,150.037,156800,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",FEEL.,2LTlO3NuNVN70lp2ZbVswF,67,2017,0.746,0.798,0,-8.382,1,0.349,0.137,0.0,0.139,0.553,109.968,214827,4
Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']",Writer In The Dark,193Dm5SqYy3hTSbuzxbwKc,69,2017,0.325,0.271,7,-8.069,1,0.0418,0.73,0.0,0.301,0.279,71.855,216611,4
Beach Fossils,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze']",Down the Line,05ZUxHiGT7VR6ShJjhwJxn,67,2017,0.615,0.743,7,-6.569,1,0.041,0.237,0.00431,0.148,0.528,162.22,158474,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Get It Together,7y6c07pgjZvtHI9kuMVqk1,71,2017,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,4
Aminé,"['hip hop', 'pop', 'portland hip hop', 'rap']",Spice Girl,4HW5kSQ8M2IQWZhSxERvla,66,2017,0.693,0.46,0,-7.912,0,0.226,0.392,0.0,0.157,0.873,78.09,173947,4
Hillsong UNITED,"['ccm', 'christian alternative rock', 'christian music', 'worship']",So Will I (100 Billion X),1ed3wNCecRIp6SugyR0w2J,63,2017,0.431,0.416,9,-10.376,1,0.0296,0.0462,2.01e-06,0.144,0.177,127.964,411000,4
Movements,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'midwest emo', 'pop punk', 'socal pop punk']",Daylily,6AgtouHw1KrKy1PsoLjY3o,64,2017,0.565,0.778,2,-5.475,1,0.028,0.00195,0.00129,0.156,0.421,104.067,208853,4
Wisin,"['latin hip hop', 'reggaeton', 'trap latino']",Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,72,2017,0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,4
Dennis Lloyd,['israeli pop'],Nevermind,63SevszngYpZOwf63o61K4,75,2017,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4
Steve Lacy,"['afrofuturism', 'pop']",Some,3XAFrOZbJYdMaHGP4qutqs,65,2017,0.51,0.666,4,-7.474,0,0.0638,0.0248,0.058,0.0758,0.106,103.584,180696,4
H.E.R.,"['pop', 'r&b', 'rap']",Every Kind Of Way,0Aa3g9EQoPNt6PiKjaUeb7,65,2017,0.416,0.298,7,-8.499,1,0.0442,0.635,2.16e-06,0.136,0.191,95.386,160173,4
Young M.A,"['alternative r&b', 'lgbtq+ hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']",OOOUUU,7JYsArznYOjX2jsrT3UEnL,66,2017,0.635,0.847,7,-3.152,1,0.447,0.533,0.0,0.154,0.568,166.072,234650,4
cupcakKe,"['chicago rap', 'dance pop', 'pop', 'rap', 'trap queen', 'viral rap']",Cpr,35mBYyB61qTcGGj7MXIRM1,68,2017,0.814,0.754,7,-7.571,1,0.113,0.0347,0.00105,0.115,0.534,103.028,208464,4
Zac Efron,"['hollywood', 'pop', 'post-teen pop', 'show tunes']",Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,73,2017,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4
Ed Sheeran,"['pop', 'uk pop']",Dive,51ChrwmUPDJvedPQnIU8Ls,74,2017,0.761,0.386,4,-6.158,1,0.0399,0.355,0.0,0.0953,0.526,134.943,238440,3
Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",T-Shirt,1rkfJLgTlB6XYNjgZ0sVaK,67,2017,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4
Ozuna,"['puerto rican pop', 'reggaeton', 'trap latino']",El Farsante,5EId1m4DNwTf3at31w8bPJ,74,2017,0.735,0.703,6,-4.249,1,0.0611,0.2,0.0,0.259,0.323,120.007,233827,4
Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",Patty Cake,0bXFIF7iL17TYLyx8JHziM,63,2017,0.806,0.77,1,-6.464,0,0.19,0.0252,0.0,0.0645,0.406,152.094,198110,4
Deorro,"['dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",Five More Hours,3MOECVkNshqHYTPt5DZcdN,70,2017,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,211975,4
Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",Play That Song,77hjM9bMmgfTGJXv14UFmi,66,2017,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,243253,4
Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",Rich,4H0vNUFcHPz5lytcLjwqkr,64,2017,0.565,0.855,5,-4.189,1,0.0557,0.0445,0.0,0.32,0.852,74.98,208893,4
Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",Talk 2 U,1Xm9CQRcJbOgTCpKCpS9s5,66,2017,0.688,0.634,5,-10.443,0,0.0929,0.14,0.000263,0.253,0.561,88.018,159485,4
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",white wine,3Q241k92c1I5sqKbdw6Ujb,67,2017,0.677,0.574,6,-8.136,1,0.0528,0.0129,1.46e-05,0.107,0.497,135.051,156800,4
Chase Atlantic,['pop'],Right Here,2KtS31kaWNHs12Q5B43Ixh,72,2017,0.351,0.587,6,-6.413,1,0.0413,0.00516,1.87e-05,0.121,0.221,159.881,235000,4
The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Paris,72jbDTw1piOOj770jWNeaG,74,2017,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4
Young Nudy,"['hip hop', 'pluggnb', 'rap', 'trap', 'vapor trap', 'viral rap']",No Clue (feat. Lil Yachty),4eEVH4nGz68ClNAwEI96ek,64,2017,0.593,0.692,2,-10.082,1,0.483,0.169,0.0,0.1,0.708,131.07,209615,4
Colter Wall,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']",Motorcycle,0YnbCBn2UdoM5Y1l6Am5EY,63,2017,0.666,0.412,7,-14.082,1,0.0332,0.639,0.486,0.104,0.67,84.805,137704,4
Elevation Worship,"['ccm', 'christian music', 'worship']",Do It Again,3iOpiHDobxZO7S4p9Y2Fgu,66,2017,0.347,0.508,10,-7.555,1,0.0297,0.0119,0.0,0.595,0.159,171.827,398333,4
Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']",Saran Pack,7m1cNdKABpKy0aAtsKAIGx,64,2017,0.781,0.731,8,-8.3,1,0.226,0.0432,0.0,0.0454,0.139,139.977,70000,4
Ruth B.,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",If By Chance,21dpBHPTV7ythCHBI6Slcw,71,2017,0.405,0.279,10,-8.099,1,0.0334,0.881,0.0,0.0933,0.256,119.85,303653,4
Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap']",Let It Go,23QyE9GQpXsX9WgEDADMa6,65,2017,0.684,0.53,8,-5.298,0,0.286,0.00353,0.0,0.573,0.55,157.017,150410,4
YFN Lucci,"['arkansas hip hop', 'atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Everyday We Lit (feat. PnB Rock),3J8Q6aBhjpvao8BsBQ6H9Y,64,2017,0.758,0.646,7,-4.701,1,0.113,0.128,0.0,0.0776,0.589,155.949,197171,4
Colter Wall,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']",Kate McCannon,5tN0LIuQDapSFedlYJuG0k,64,2017,0.608,0.171,7,-16.822,1,0.0314,0.915,0.188,0.111,0.3,142.827,274081,4
Lil Skies,"['melodic rap', 'rap', 'trap']",Welcome to the Rodeo,5GpAhJpbHvUi6gY6RG15Ze,65,2017,0.69,0.881,5,-4.297,0,0.284,0.128,0.0,0.0927,0.503,169.973,169412,4
Jelly Roll,"['country rap', 'nashville hip hop', 'tennessee hip hop']",Only,4ZuiBNRL7M6ZIICenuF0zm,63,2017,0.695,0.745,11,-4.566,1,0.0292,0.0124,0.0,0.0863,0.485,105.025,198116,3
YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",No Smoke,57IRaiAB4hBZu3gnNVZC0v,64,2017,0.658,0.736,9,-6.097,0,0.308,0.113,0.0,0.0978,0.804,143.966,160000,4
Chris Stapleton,"['contemporary country', 'outlaw country']",A Simple Song,1XXl9pl7ObojHbyJetY75n,64,2017,0.611,0.198,5,-16.525,1,0.0285,0.87,0.000432,0.109,0.412,77.301,216013,4
MercyMe,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",Even If,1zNkDuAsIpMf9vAMxeZ8Ih,64,2017,0.334,0.567,5,-5.736,1,0.0414,0.368,2.78e-05,0.0953,0.12,110.545,255160,4
Crumb,"['indie garage rock', 'neo-psychedelic']",Locket,2vfPsGhqMbqmhjMGQ52dYf,65,2017,0.393,0.481,1,-10.458,1,0.0273,0.759,0.725,0.0869,0.0773,98.463,318379,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",FEAR.,23luOrEVHMfoX0AhfbQuS6,66,2017,0.588,0.479,1,-7.039,1,0.281,0.604,7.2e-06,0.527,0.434,150.414,460573,4
Noah Cyrus,"['pop', 'post-teen pop']",Again (feat. XXXTENTACION),2S2od3hT7ceytw7d1pTRuE,68,2017,0.664,0.738,9,-4.095,0,0.0338,0.188,5.75e-05,0.135,0.203,119.973,193962,4
Ayo & Teo,"['trap', 'viral rap']",Rolex,0pSBuHjILhNEo55xK1zrRt,70,2017,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,238587,4
NIKI,"['indonesian r&b', 'pop']",I Like U,6f7BE3VcZScJx6n3wsf5Z3,72,2017,0.48,0.526,5,-7.099,1,0.275,0.071,0.0,0.0879,0.374,199.662,267733,3
NEIL FRANCES,['indie soul'],Music Sounds Better with You,1vMGIZbIkpaLSagdF2ygcV,70,2017,0.927,0.525,8,-8.256,0,0.0667,0.274,0.238,0.0672,0.778,118.023,198305,4
SZA,"['pop', 'r&b', 'rap']",Prom,5yvhdo8FXbBsIllxv2Rr94,64,2017,0.805,0.702,1,-4.877,1,0.0887,0.0639,0.0,0.123,0.225,120.048,196133,4
Her's,"['indie garage rock', 'indie pop', 'liverpool indie', 'modern rock']",Marcel,5u9cuDcYdOpSRB7fAYXXdp,65,2017,0.625,0.645,9,-5.959,1,0.0278,0.54,0.0776,0.347,0.685,106.996,187572,4
Hugh Jackman,"['hollywood', 'show tunes']",From Now On,3IkWmgGsXbsafrunwPojXO,71,2017,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,349560,4
ZAYN,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Dusk Till Dawn (feat. Sia) - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,77,2017,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000,4
Famous Dex,"['chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",PICK IT UP (feat. A$AP Rocky),3ncgNpxLoBQ65ABk4djDyd,65,2017,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,191252,4
The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Paris,15vzANxN8G9wWfwAJLLMCg,71,2017,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,221520,4
Bad Bunny,"['reggaeton', 'trap latino']",Tu No Metes Cabra,43SMQMC2X2fAOuTPRnSGrG,73,2017,0.86,0.641,7,-2.149,1,0.219,0.689,0.00331,0.107,0.432,92.013,170762,4
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",One More Light,3xXBsjrbG1xQIm1xv1cKOt,73,2017,0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966,255067,4
Nicky Jam,"['latin hip hop', 'reggaeton', 'trap latino']",Hasta el Amanecer,5Fim1gaXBgsiFfsQAfQSDS,71,2017,0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,198707,4
Ozuna,"['puerto rican pop', 'reggaeton', 'trap latino']",Tú Foto,5zSOVwaY3sVjnmLhuEfsuf,70,2017,0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,193227,4
Bad Bunny,"['reggaeton', 'trap latino']",Sensualidad,5hcisvFMidkMJlElTO9Qmw,73,2017,0.807,0.681,11,-6.268,1,0.0983,0.423,0.0,0.0962,0.676,140.006,297485,4
Richy Mitch & The Coal Miners,"['deep new americana', 'indie folk', 'stomp and holler']",Lake Missoula,4x1dWc1GgAfC04GcTlllax,65,2017,0.446,0.247,11,-13.036,0,0.0287,0.905,0.233,0.111,0.245,138.328,106250,1
Romeo Santos,['bachata'],Bella y Sensual,0ERbK7qVqveCaBWIiYCrl3,73,2017,0.635,0.713,11,-6.909,1,0.0937,0.228,0.0,0.0506,0.749,179.864,204701,4
Jason Isbell and the 400 Unit,"['alternative country', 'folk', 'new americana', 'roots rock', 'stomp and holler']",If We Were Vampires,250RLekaiL1q9qZer975Eg,65,2017,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564,4
BTS,"['k-pop', 'k-pop boy group']",DNA,3uRLwBjI2TahxslcMTvpFs,73,2017,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,223123,4
Midland,"['contemporary country', 'neo-traditional country', 'texas country']",Burn Out,7yrJnekdlwWARt5lmVqJ6L,63,2017,0.671,0.724,7,-5.61,1,0.0244,0.292,0.0,0.231,0.801,99.976,188613,4
Trippie Redd,"['melodic rap', 'rap', 'trap']",Poles 1469,4fC5jw1TI59GH1emfN1wtk,65,2017,0.741,0.761,4,-3.871,0,0.0512,0.235,0.0,0.119,0.217,81.543,149576,4
The Vamps,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",All Night,0dXNQ8dckG4eYfEtq9zcva,72,2017,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992,197640,4
Ro Ransom,['nyc rap'],See Me Fall - Y2K Remix,5MLreTrtwv7fGyyAy0RyeB,72,2017,0.625,0.829,8,-5.221,1,0.0976,0.301,0.0,0.107,0.131,109.976,201509,4
Sam Tinnesz,"['alt z', 'modern rock', 'rebel blues']",Legends Are Made,0yqrhHrcWLMjBylHReDN5u,68,2017,0.553,0.89,0,-4.879,1,0.0413,0.123,0.0,0.139,0.674,87.871,169758,4
BTS,"['k-pop', 'k-pop boy group']",dimple,6pp6xf9zS55GD4nr318XUH,72,2017,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872,196776,4
Dazey and the Scouts,"['boston indie', 'indie pop', 'queercore']",Wet,1pMEVQiiBtlhBjRxOVqVVH,64,2017,0.49,0.934,9,-5.06,0,0.05,0.0206,7.24e-06,0.755,0.62,95.839,170931,4
XXXTENTACION,"['emo rap', 'miami hip hop']",King,1Wh5LO3TWAvaeDrwp4FZgo,68,2017,0.421,0.154,0,-12.405,1,0.0319,0.102,0.00692,0.207,0.0949,99.886,112800,4
